,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut,odds
211,Vaughn Taylor,23325,,,,,,,,0.33,0.67,1.5,0.75,1974.0,1.0,0.0,
212,Sahith Theegala,51634,70.362,0.754,-0.084,0.303,0.428,0.178,0.327,,,,,,,,175000.0
213,Justin Thomas,33448,70.644,1.107,0.302,0.583,1.332,0.421,-0.225,-0.75,0.75,-2.2,0.8,,,,7662.0
214,Davis Thompson,58168,71.187,-0.162,0.536,-0.133,0.021,-0.245,-0.183,,,,,,,,500000.0
215,Michael Thompson,32150,71.348,0.194,0.075,0.028,-0.027,-0.174,0.222,5.38,0.5,3.33,0.5,1935.0,15.0,1.0,500000.0
216,Brendon Todd,30927,70.622,0.775,-0.381,0.445,0.285,0.189,0.49,0.67,0.33,0.0,0.5,,,,20625.0
217,D.J. Trahan,23788,,,,,,,,12.0,1.0,12.0,1.0,,,,
218,Martin Trainer,35617,71.876,-1.008,-0.542,-0.085,-0.978,-0.408,-0.03,4.33,0.0,3.5,0.0,1936.0,6.0,0.0,
219,Kevin Tway,32333,71.187,-0.238,-0.118,-0.139,-0.374,-0.191,0.136,2.5,0.5,6.5,0.5,1916.0,4.0,0.0,500000.0
220,Bo Van Pelt,23623,,,,,,,,5.0,0.67,3.5,1.0,1865.0,8.0,0.0,
221,Erik van Rooyen,40006,71.29,-0.114,0.056,-0.276,0.267,0.456,-0.38,4.0,0.0,4.0,0.0,,,,275000.0
222,Jhonattan Vegas,27064,,,,,,,,0.67,0.83,2.17,0.67,1905.0,-1.0,1.0,
223,Camilo Villegas,27770,,,,,,,,5.25,0.5,3.5,0.5,1876.0,9.0,1.0,
224,Jimmy Walker,25632,71.396,0.096,-0.365,0.267,-0.154,0.052,0.249,4.5,1.0,5.67,0.67,,,,125000.0
225,Matt Wallace,48887,70.931,0.079,-0.305,0.412,0.395,0.396,-0.316,-1.0,0.5,-5.0,1.0,1937.0,3.0,0.0,500000.0
226,Nick Watney,27095,72.61,-1.818,-1.366,-0.166,-1.717,-0.122,-0.101,-0.4,0.6,-2.33,0.67,1941.0,2.0,0.0,500000.0
227,Trevor Werbylo,58967,71.83,-0.699,-0.302,0.147,-0.864,-0.744,0.165,,,,,,,,
228,Richy Werenski,47128,72.199,-0.922,-0.152,-0.25,-1.283,-0.841,0.361,3.4,0.4,1.67,0.67,1955.0,8.0,0.0,500000.0
229,Kyle Westmoreland,52411,71.807,-0.341,0.098,-0.149,-0.14,-0.117,-0.2,,,,,,,,
230,Vince Whaley,51894,,,,,,,,,,,,,,,
231,Tim Wilkinson,25349,,,,,,,,4.5,0.5,4.33,0.67,,,,
232,Danny Willett,32139,70.858,0.637,-0.174,0.269,0.223,0.169,0.414,6.0,0.0,8.0,0.0,,,,500000.0
233,Aaron Wise,49964,70.912,0.136,-0.198,0.27,-0.593,-0.665,0.729,-6.33,1.0,-6.33,1.0,,,,
234,Gary Woodland,31323,70.942,0.134,0.616,-0.538,0.803,0.665,-0.669,0.33,0.67,-0.33,0.83,1889.0,5.0,0.0,12000.0
235,Tiger Woods,08793,,,,,,,,2.0,1.0,2.0,1.0,,,,
236,Brandon Wu,52374,70.6,0.176,0.222,0.094,0.208,-0.075,-0.032,3.0,0.0,,,1866.0,3.0,0.0,
237,Dylan Wu,54783,70.708,0.522,0.068,0.106,0.518,0.304,0.004,13.0,1.0,,,1886.0,13.0,1.0,103750.0
238,Cameron Young,57366,70.725,0.578,0.617,-0.139,1.085,0.658,-0.506,-6.0,1.0,,,1877.0,-6.0,1.0,205000.0
239,Cameron Young,57366,70.725,0.578,0.617,-0.139,1.085,0.658,-0.506,-6.0,1.0,,,1877.0,-6.0,1.0,500000.0
240,Carson Young,52513,71.51,-0.394,0.101,-0.39,-0.307,-0.166,-0.087,,,,,,,,205000.0
241,Carson Young,52513,71.51,-0.394,0.101,-0.39,-0.307,-0.166,-0.087,,,,,,,,500000.0
242,Kevin Yu,45242,70.373,0.817,0.912,-0.007,1.391,0.486,-0.574,,,,,,,,
243,Carl Yuan,55454,71.391,-0.301,0.208,-0.283,-0.046,-0.039,-0.255,,,,,,,,
244,Will Zalatoris,47483,71.295,0.567,0.612,-0.062,0.735,0.185,-0.168,4.0,0.0,4.0,0.0,,,,
